A	whereas the data on climate change indicate that rigorous action will need to be taken to limit its effects; whereas the European Council has set minimum CO2 emission reduction targets of 20% by 2020 and 60% by 2050; whereas the European Council has also set targets of a 20% share of renewables in energy consumption and a 20% improvement in energy efficiency by 2020,
B	whereas the Parliament in its abovementioned resolution of 15 November 2007 stresses that industrialised countries must commit themselves to reduce their emissions by at least 30% by 2020 and 60-80% by 2050 compared to 1990,
C	whereas there are various types of pollution and there is a risk of natural resources running out,
D	whereas there is a high risk of numerous animal and plant species dying out, and whereas the EU has set a goal of stopping the loss of biodiversity by 2010,
E	whereas there is a steady increase within the EU of traffic connected with transport, in particular the transport of goods, and a resulting increase in energy consumption,
F	whereas market-based instruments (MBIs) constitute important tools for implementing the polluter pays principle and, more broadly, for taking into account the hidden costs of production and consumption in terms of people's health and the environment in a cost-effective way,
G	"whereas wide disparities exist between Member States as regards both environmental taxation (ranging from 2% to 5% of GDP) and the use of MBIs, and whereas the share of environmental taxes in Member States"" GDP has been falling for the past five years,"
H	whereas taxes on energy account on average for 76% of environmental taxation, and taxes on transport for 21%,
I	whereas households bear the bulk of the burden of environmental taxes even though other sectors of the economy are the main energy and water consumers and transport users,
J	whereas the reform of environmentally harmful subsidies (EHS) can contribute to addressing climate change, advance sustainable development and maintain the EU's international competitiveness,
K	whereas the response to the forecast global impact of climate change must be not merely a decoupling of growth from production and consumption patterns but also a change in our socio-economic development model,
L	whereas current GDP economic indicators no longer suffice as a means of evaluating social, economic and environmental reality accurately, and whereas they do not take account of the environmental consequences of human activities that must be addressed; whereas consideration should be given to new environmental indicators for calculating wealth created which are designed to take better account of these changes,
1	Welcomes the reference to the polluter pays principle but criticises the fact that the link is weak, or non-existent when it comes to designing and calibrating existing environment policy instruments; stresses that the polluter pays principle enables a real price to be set by including in the product price the cost of cleaning up pollution and repairing damage caused by production; points out that, in fact, production or products which pollute are ultimately more expensive, if the price includes all external factors, because prevention is cheaper than restoration or rehabilitation;
2	Regrets the absence of an in-depth analysis about the merits of differentiation between MBIs targeted at the consumer as opposed to the producer level;
3	Stresses that the polluter pays principle cannot be seen only in terms of making final users, particularly households, pay;
4	Criticises the fact that the Green Paper concentrates mainly on atmospheric pollution and global warming and by and large disregards the other negative impacts of production and distribution processes and consumption patterns;
5	Shares the view of the Commission concerning the diversity of MBIs and the distinction between taxes and charges, the latter consisting normally in making payment for a clearly defined service or cost; emphasises the need to have both incentive instruments and deterrent instruments available if environmental and health protection objectives, as well as those of a sustainable development strategy, are to be met;
6	Criticises the fact that the international dimension is touched on too briefly and that measures aimed at maximum reduction of distortions of competition among regions and industrial sectors have still not been introduced;
7	Welcomes the Green Paper; urges the Commission to develop a clear strategy on the use of MBIs to price environmental damage and correct related market failures, covering taxation, the EU Emission Trading Scheme (ETS) review, trade and technology policy;
